date,description,amount,category
2026-04-11,META ADS,-7134.0,Advertising
2026-04-11,Customer Refund,-2103.0,Refunds
2026-04-11,Shopify Payout,26387.0,Revenue
2026-04-13,Shopify Payout,36497.0,Revenue
2026-04-13,META ADS,-7316.0,Advertising
2026-04-14,Shopify Payout,33365.0,Revenue
2026-04-14,META ADS,-4680.0,Advertising
2026-04-14,IRS EFTPS TAX PAYMENT,-16862.0,Taxes
2026-04-15,Shopify Payout,55609.23,Revenue
2026-04-15,META ADS,-10759.7,Advertising
2026-04-15,Warehouse Lease & Utilities,-26307.0,Warehouse
2026-04-16,Shopify Payout,37016.0,Revenue
2026-04-16,META ADS,-8686.0,Advertising
2026-04-16,DHL Ecommerce,-7834.0,Shipping
2026-04-17,Payroll - Customer Support,-16766.0,Payroll
2026-04-17,Payroll - Marketing Team,-9881.0,Payroll
2026-04-17,Payroll - Warehouse Staff,-19086.0,Payroll
2026-04-17,META ADS,-2706.0,Advertising
2026-04-17,Shopify Payout,33585.0,Revenue
2026-04-17,Payroll - Operations Team,-20203.0,Payroll
2026-04-18,META ADS,-5799.0,Advertising
2026-04-18,Shopify Payout,26118.0,Revenue
2026-04-19,FedEx Freight,-7544.0,Shipping
2026-04-20,Shopify Payout,38672.0,Revenue
2026-04-20,META ADS,-2739.0,Advertising
2026-04-21,Shopify Payout,39514.0,Revenue
2026-04-21,META ADS,-7137.0,Advertising
2026-04-21,DHL Ecommerce,-5973.0,Shipping
2026-04-21,Customer Refund,-1512.0,Refunds
2026-04-22,Shopify Payout,39497.0,Revenue
2026-04-22,META ADS,-5410.0,Advertising
2026-04-22,Customer Refund,-2369.0,Refunds
2026-04-22,Owner Distribution,-49686.0,Owner Draw
2026-04-23,Shopify Payout,28763.0,Revenue
2026-04-23,META ADS,-7689.0,Advertising
2026-04-24,Payroll - Warehouse Staff,-11645.0,Payroll
2026-04-24,Payroll - Customer Support,-16467.0,Payroll
2026-04-24,Payroll - Marketing Team,-21052.0,Payroll
2026-04-24,Payroll - Operations Team,-14098.0,Payroll
2026-04-24,UPS Shipping,-3730.0,Shipping
2026-04-24,META ADS,-5668.0,Advertising
2026-04-24,Shopify Payout,21062.0,Revenue
2026-04-25,Shopify Payout,22507.0,Revenue
2026-04-25,META ADS,-4623.0,Advertising
2026-04-25,DHL Ecommerce,-7515.0,Shipping
2026-04-26,DHL Ecommerce,-3958.0,Shipping
2026-04-26,Customer Refund,-1623.0,Refunds
2026-04-27,Shopify Payout,23925.0,Revenue
2026-04-27,META ADS,-8516.0,Advertising
2026-04-28,Shopify Payout,29937.0,Revenue
2026-04-28,META ADS,-4145.0,Advertising
2026-04-28,IRS EFTPS TAX PAYMENT,-41420.0,Taxes
2026-04-29,Shopify Payout,25837.0,Revenue
2026-04-29,META ADS,-8824.0,Advertising
2026-04-29,Customer Refund,-1884.0,Refunds
2026-04-30,Shopify Payout,27233.0,Revenue
2026-04-30,META ADS,-6319.0,Advertising
